versicle_id,book_id,chapter_id,vNum,text_value
67,1,3,11,—¿Quién te dijo que estabas desnudo?—le preguntó el Señor Dios—. ¿Acaso has comido del fruto del árbol que te ordené que no comieras?
68,1,3,12,"El hombre contestó: —La mujer que tú me diste fue quien me dio del fruto, y yo lo comí."
69,1,3,13,Entonces el Señor Dios le preguntó a la mujer: —¿Qué has hecho? —La serpiente me engañó—contestó ella—. Por eso comí.
70,1,3,14,"Entonces el Señor Dios le dijo a la serpiente: «Por lo que has hecho, eres maldita más que todos los animales, tanto domésticos como salvajes. Andarás sobre tu vientre, arrastrándote por el polvo durante toda tu vida."
71,1,3,15,"Y pondré hostilidad entre tú y la mujer, y entre tu descendencia y la descendencia de ella. Su descendiente te golpeará la cabeza, y tú le golpearás el talón»."
72,1,3,16,"Luego le dijo a la mujer: «Haré más agudo el dolor de tu embarazo, y con dolor darás a luz. Y desearás controlar a tu marido, pero él gobernará sobre ti »."
73,1,3,17,"Y al hombre le dijo: «Dado que hiciste caso a tu esposa y comiste del fruto del árbol del que te ordené que no comieras, la tierra es maldita por tu culpa. Toda tu vida lucharás para poder vivir de ella."
74,1,3,18,"Te producirá espinos y cardos, aunque comerás de sus granos."
75,1,3,19,"Con el sudor de tu frente obtendrás alimento para comer hasta que vuelvas a la tierra de la que fuiste formado. Pues fuiste hecho del polvo, y al polvo volverás»."
76,1,3,20,"Después, el hombre—Adán—le puso a su esposa el nombre Eva, porque ella sería la madre de todos los que viven."
77,1,3,21,Y el Señor Dios hizo ropa de pieles de animales para Adán y su esposa.
78,1,3,22,"Luego el Señor Dios dijo: «Miren, los seres humanos se han vuelto como nosotros, con conocimiento del bien y del mal. ¿Y qué ocurrirá si toman el fruto del árbol de la vida y lo comen? ¡Entonces vivirán para siempre!»."
79,1,3,23,Así que el Señor Dios los expulsó del jardín de Edén y envió a Adán a cultivar la tierra de la cual él había sido formado.
80,1,3,24,"Después de expulsarlos, el Señor Dios puso querubines poderosos al oriente del jardín de Edén; y colocó una espada de fuego ardiente—que destellaba al moverse de un lado a otro—a fin de custodiar el camino hacia el árbol de la vida."
81,1,4,1,"Ahora bien, Adán tuvo relaciones sexuales con su esposa, Eva, y ella quedó embarazada. Cuando dio a luz a Caín, dijo: «¡Con la ayuda del Señor, he tenido un varón!»."
82,1,4,2,"Tiempo después, dio a luz al hermano de Caín y le puso por nombre Abel. Cuando crecieron, Abel se hizo pastor de ovejas, mientras que Caín se dedicó a cultivar la tierra."
83,1,4,3,"Al llegar el tiempo de la cosecha, Caín presentó algunos de sus cultivos como ofrenda para el Señor."
84,1,4,4,"Abel también presentó una ofrenda: las mejores partes de algunos de los corderos que eran primeras crías de su rebaño. El Señor aceptó a Abel y a su ofrenda,"
85,1,4,5,"pero no aceptó a Caín ni a su ofrenda. Esto hizo que Caín se enojara mucho, y se veía decaído."
86,1,4,6,«¿Por qué estás tan enojado?—preguntó el Señor a Caín—. ¿Por qué te ves tan decaído?
87,1,4,7,"Serás aceptado si haces lo correcto, pero si te niegas a hacer lo correcto, entonces, ¡ten cuidado! El pecado está a la puerta, al acecho y ansioso por controlarte; pero tú debes dominarlo y ser su amo»."
88,1,4,8,"Cierto día Caín dijo a su hermano: «Salgamos al campo». Mientras estaban en el campo, Caín atacó a su hermano Abel y lo mató."
89,1,4,9,Luego el Señor le preguntó a Caín: —¿Dónde está tu hermano? ¿Dónde está Abel? —No lo sé—contestó Caín—. ¿Acaso soy yo el guardián de mi hermano?
90,1,4,10,Pero el Señor le dijo: —¿Qué has hecho? ¡Escucha! ¡La sangre de tu hermano clama a mí desde la tierra!
91,1,4,11,Ahora eres maldito y serás expulsado de la tierra que se ha tragado la sangre de tu hermano.
92,1,4,12,"La tierra ya no te dará buenas cosechas, ¡por mucho que la trabajes! De ahora en adelante, serás un vagabundo sin hogar sobre la tierra."
93,1,4,13,Caín respondió al Señor: —¡Mi castigo es demasiado grande para soportarlo!
94,1,4,14,Me has expulsado de la tierra y de tu presencia; me has hecho un vagabundo sin hogar. ¡Cualquiera que me encuentre me matará!
95,1,4,15,"El Señor respondió: —No, porque yo castigaré siete veces a cualquiera que te mate. Entonces el Señor le puso una marca a Caín como advertencia para cualquiera que intentara matarlo."
96,1,4,16,"Luego, Caín salió de la presencia del Señor y se estableció en la tierra de Nod, al oriente de Edén."
97,1,4,17,"Caín tuvo relaciones sexuales con su esposa, y ella quedó embarazada y dio a luz a Enoc. Luego Caín fundó una ciudad, que llevaba el nombre de su hijo Enoc."
98,1,4,18,"Enoc tuvo un hijo llamado Irad, Irad fue el padre de Mehujael. Mehujael fue el padre de Metusael, Metusael fue el padre de Lamec."
99,1,4,19,"Lamec se casó con dos mujeres. La primera se llamaba Ada y la segunda, Zila."
100,1,4,20,"Ada dio a luz a Jabal, quien fue el primero de los que crían animales y viven en carpas."
101,1,4,21,"El nombre de su hermano fue Jubal, el primero de todos los que tocan el arpa y la flauta."
102,1,4,22,"La otra esposa de Lamec, Zila, dio a luz un hijo llamado Tubal-caín, el cual se hizo experto en forjar herramientas de bronce y de hierro. Tubal-caín tuvo una hermana llamada Naama."
103,1,4,23,"Cierto día Lamec dijo a sus esposas: «Ada y Zila, oigan mi voz; escúchenme, esposas de Lamec. Maté a un hombre que me atacó, a un joven que me hirió."
104,1,4,24,"Si se castiga siete veces a quien mate a Caín, ¡el que me mate a mí será castigado setenta y siete veces!»."
105,1,4,25,"Adán volvió a tener relaciones sexuales con su esposa, y ella dio a luz otro hijo, al cual llamó Set, porque dijo: «Dios me ha concedido otro hijo en lugar de Abel, a quien Caín mató»."
106,1,4,26,"Cuando Set creció, tuvo un hijo y lo llamó Enós. Fue en aquel tiempo que la gente por primera vez comenzó a adorar al Señor usando su nombre."
107,1,5,1,"Este es el relato escrito de los descendientes de Adán. Cuando Dios creó a los seres humanos, los hizo para que fueran semejantes a él mismo."
108,1,5,2,"Los creó hombre y mujer, y los bendijo y los llamó «humanos»."
109,1,5,3,"Cuando Adán tenía ciento treinta años, fue padre de un hijo que era igual a él, su viva imagen, y lo llamó Set."
110,1,5,4,"Después del nacimiento de Set, Adán vivió ochocientos años más y tuvo otros hijos e hijas."
111,1,5,5,Adán vivió novecientos treinta años y después murió.
112,1,5,6,"Cuando Set tenía ciento cinco años, fue padre de Enós."
113,1,5,7,"Después del nacimiento de Enós, Set vivió ochocientos siete años más y tuvo otros hijos e hijas."
114,1,5,8,Set vivió novecientos doce años y después murió.
115,1,5,9,"Cuando Enós tenía noventa años, fue padre de Cainán."
116,1,5,10,"Después del nacimiento de Cainán, Enós vivió ochocientos quince años más y tuvo otros hijos e hijas."
117,1,5,11,Enós vivió novecientos cinco años y después murió.
118,1,5,12,"Cuando Cainán tenía setenta años, fue padre de Mahalaleel."
119,1,5,13,"Después del nacimiento de Mahalaleel, Cainán vivió ochocientos cuarenta años más y tuvo otros hijos e hijas."
120,1,5,14,Cainán vivió novecientos diez años y después murió.
121,1,5,15,"Cuando Mahalaleel tenía sesenta y cinco años, fue padre de Jared."
122,1,5,16,"Después del nacimiento de Jared, Mahalaleel vivió ochocientos treinta años más y tuvo otros hijos e hijas."
123,1,5,17,Mahalaleel vivió ochocientos noventa y cinco años y después murió.
124,1,5,18,"Cuando Jared tenía ciento sesenta y dos años, fue padre de Enoc."
125,1,5,19,"Después del nacimiento de Enoc, Jared vivió ochocientos años más y tuvo otros hijos e hijas."
126,1,5,20,Jared vivió novecientos sesenta y dos años y después murió.
127,1,5,21,"Cuando Enoc tenía sesenta y cinco años, fue padre de Matusalén."
128,1,5,22,"Después del nacimiento de Matusalén, Enoc vivió en íntima comunión con Dios trescientos años más y tuvo otros hijos e hijas."
129,1,5,23,Enoc vivió trescientos sesenta y cinco años
130,1,5,24,"andando en íntima comunión con Dios. Y un día desapareció, porque Dios se lo llevó."
131,1,5,25,"Cuando Matusalén tenía ciento ochenta y siete años, fue padre de Lamec."
132,1,5,26,"Después del nacimiento de Lamec, Matusalén vivió setecientos ochenta y dos años más y tuvo otros hijos e hijas."
133,1,5,27,Matusalén vivió novecientos sesenta y nueve años y después murió.
134,1,5,28,"Cuando Lamec tenía ciento ochenta y dos años, fue padre de un hijo varón."
135,1,5,29,"Lamec le puso por nombre a su hijo Noé, porque dijo: «Que él nos traiga alivio de nuestro trabajo y de la penosa labor de cultivar esta tierra que el Señor ha maldecido»."
136,1,5,30,"Después del nacimiento de Noé, Lamec vivió quinientos noventa y cinco años más y tuvo otros hijos e hijas."
137,1,5,31,Lamec vivió setecientos setenta y siete años y después murió.
138,1,5,32,"Cuando Noé tenía quinientos años, fue padre de Sem, Cam y Jafet."
139,1,6,1,"Luego los seres humanos comenzaron a multiplicarse sobre la tierra, y les nacieron hijas."
140,1,6,2,Los hijos de Dios vieron a las hermosas mujeres y tomaron como esposas a todas las que quisieron.
141,1,6,3,"Entonces el Señor dijo: «Mi Espíritu no tolerará a los humanos durante mucho tiempo, porque solo son carne mortal. En el futuro, la duración de la vida no pasará de ciento veinte años»."
142,1,6,4,"En esos días y durante algún tiempo después, vivían en la tierra gigantes nefilitas, pues siempre que los hijos de Dios tenían relaciones sexuales con las mujeres, ellas daban a luz hijos que luego se convirtieron en los héroes y en los famosos guerreros de la antigüedad."
143,1,6,5,El Señor vio la magnitud de la maldad humana en la tierra y que todo lo que la gente pensaba o imaginaba era siempre y totalmente malo.
144,1,6,6,Entonces el Señor lamentó haber creado al ser humano y haberlo puesto sobre la tierra. Se le partió el corazón.
145,1,6,7,"Entonces el Señor dijo: «Borraré de la faz de la tierra a esta raza humana que he creado. Así es, y destruiré a todo ser viviente: a todos los seres humanos, a los animales grandes, a los animales pequeños que corren por el suelo y aun a las aves del cielo. Lamento haberlos creado»."
146,1,6,8,Pero Noé encontró favor delante del Señor.
147,1,6,9,"Este es el relato de Noé y su familia. Noé era un hombre justo, la única persona intachable que vivía en la tierra en ese tiempo, y anduvo en íntima comunión con Dios."
148,1,6,10,"Noé fue padre de tres hijos: Sem, Cam y Jafet."
149,1,6,11,"Ahora bien, Dios vio que la tierra se había corrompido y estaba llena de violencia."
150,1,6,12,"Dios observó toda la corrupción que había en el mundo, porque todos en la tierra eran corruptos."
151,1,6,13,"Entonces Dios le dijo a Noé: «He decidido destruir a todas las criaturas vivientes, porque han llenado la tierra de violencia. Así es, ¡los borraré a todos y también destruiré la tierra!"
152,1,6,14,»Construye un gran barco de madera de ciprés y recúbrelo con brea por dentro y por fuera para que no le entre agua. Luego construye pisos y establos por todo su interior.
153,1,6,15,"Haz el barco de ciento treinta y ocho metros de longitud, veintitrés metros de anchura y catorce metros de altura."
154,1,6,16,"Deja una abertura de cuarenta y seis centímetros por debajo del techo, alrededor de todo el barco. Pon la puerta en uno de los costados y construye tres pisos dentro del barco: inferior, medio y superior."
155,1,6,17,"»¡Mira! Estoy a punto de cubrir la tierra con un diluvio que destruirá a todo ser vivo que respira. Todo lo que hay en la tierra morirá,"
156,1,6,18,"pero confirmaré mi pacto contigo. Así que entren en el barco tú y tu mujer, y tus hijos y sus esposas."
157,1,6,19,Mete en el barco junto contigo a una pareja—macho y hembra—de cada especie animal a fin de mantenerlos vivos durante el diluvio.
158,1,6,20,"Una pareja de cada especie de ave, de animal, y de animal pequeño que corre por el suelo vendrá a ti para mantenerse con vida."
159,1,6,21,Y asegúrate de llevar a bordo suficiente alimento para tu familia y para todos los animales».
160,1,6,22,Entonces Noé hizo todo exactamente como Dios se lo había ordenado.
161,1,7,1,"Cuando todo estuvo preparado, el Señor le dijo a Noé: «Entra en el barco con toda tu familia, porque puedo ver que, entre todas las personas de la tierra, solo tú eres justo."
162,1,7,2,"Toma contigo siete parejas—macho y hembra—de cada animal que yo he aprobado para comer y para el sacrificio, y toma una pareja de cada uno de los demás."
163,1,7,3,Toma también siete parejas de cada especie de ave. Tiene que haber un macho y una hembra en cada pareja para asegurar que sobrevivan todas las especies en la tierra después del diluvio.
164,1,7,4,"Dentro de siete días, haré que descienda la lluvia sobre la tierra; y lloverá durante cuarenta días y cuarenta noches, hasta que yo haya borrado de la tierra a todos los seres vivos que he creado»."
165,1,7,5,Así que Noé hizo todo tal como el Señor le había ordenado.
166,1,7,6,Noé tenía seiscientos años cuando el diluvio cubrió la tierra.
167,1,7,7,"Subió a bordo del barco para escapar del diluvio junto con su esposa, sus hijos y las esposas de ellos."
168,1,7,8,"Con ellos estaban todas las diferentes especies de animales—los aprobados para comer y para el sacrificio, y los no aprobados—junto con todas las aves y los animales pequeños que corren por el suelo."
169,1,7,9,Entraron en el barco por parejas—macho y hembra—tal como Dios había ordenado a Noé.
170,1,7,10,"Después de siete días, las aguas del diluvio descendieron y cubrieron la tierra."
171,1,7,11,"Cuando Noé tenía seiscientos años, el día diecisiete del segundo mes, todas las aguas subterráneas entraron en erupción, y la lluvia cayó en grandes torrentes desde el cielo."
172,1,7,12,La lluvia continuó cayendo durante cuarenta días y cuarenta noches.
173,1,7,13,"Ese mismo día Noé había entrado en el barco con su esposa y sus hijos—Sem, Cam y Jafet—y las esposas de ellos."
174,1,7,14,"Con ellos en el barco había parejas de cada especie animal—domésticos y salvajes, grandes y pequeños—junto con aves de cada especie."
175,1,7,15,"De dos en dos entraron en el barco, en representación de todo ser vivo que respira."
176,1,7,16,"Entraron un macho y una hembra de cada especie, tal como Dios había ordenado a Noé. Luego el Señor cerró la puerta detrás de ellos."
177,1,7,17,"Durante cuarenta días, las aguas del diluvio crecieron hasta que cubrieron la tierra y elevaron el barco por encima de la tierra."
178,1,7,18,"Mientras el nivel del agua subía más y más por encima del suelo, el barco flotaba a salvo sobre la superficie."
179,1,7,19,"Finalmente, el agua cubrió hasta las montañas más altas de la tierra"
180,1,7,20,elevándose casi siete metros por encima de las cumbres más altas.
181,1,7,21,"Murieron todos los seres vivos que había sobre la tierra: las aves, los animales domésticos, los animales salvajes, los animales pequeños que corren por el suelo y todas las personas."
182,1,7,22,Todo lo que respiraba y vivía sobre tierra firme murió.
183,1,7,23,"Dios borró de la tierra a todo ser vivo: las personas, los animales, los animales pequeños que corren por el suelo y las aves del cielo. Todos fueron destruidos. Las únicas personas que sobrevivieron fueron Noé y los que estaban con él en el barco."
184,1,7,24,Y las aguas del diluvio cubrieron la tierra durante ciento cincuenta días.
185,1,8,1,"Entonces Dios se acordó de Noé y de todos los animales salvajes y domésticos que estaban con él en el barco. Envió un viento que soplara sobre la tierra, y las aguas del diluvio comenzaron a retirarse."
186,1,8,2,Las aguas subterráneas dejaron de fluir y se detuvieron las lluvias torrenciales que caían del cielo.
187,1,8,3,"Entonces las aguas del diluvio se retiraron de la tierra en forma gradual. Después de ciento cincuenta días,"
188,1,8,4,"exactamente cinco meses después de que comenzó el diluvio, el barco se detuvo sobre las montañas de Ararat."
189,1,8,5,"Dos meses y medio más tarde, mientras las aguas seguían bajando, otras cumbres se hicieron visibles."
190,1,8,6,"Pasados otros cuarenta días, Noé abrió la ventana que había hecho en el barco"
191,1,8,7,y soltó un cuervo. El pájaro voló ida y vuelta hasta que las aguas del diluvio terminaron de secarse sobre la tierra.
192,1,8,8,También soltó una paloma para ver si el agua se había retirado y si la paloma podía encontrar suelo seco;
193,1,8,9,"pero la paloma no pudo encontrar ningún lugar donde posarse, porque el agua aún cubría la tierra. Así que volvió al barco, y Noé extendió su mano y metió la paloma adentro."
194,1,8,10,"Después de esperar otros siete días, Noé volvió a soltar la paloma;"
195,1,8,11,esta vez la paloma regresó a él por la tarde con una hoja de olivo fresca en su pico. Entonces Noé supo que las aguas del diluvio se habían retirado casi por completo.
196,1,8,12,Esperó otros siete días y volvió a soltar la paloma. Esta vez el ave no regresó.
197,1,8,13,"Ahora Noé tenía seiscientos un años de edad. El primer día del nuevo año, diez meses y medio después del comienzo del diluvio, las aguas del diluvio se habían secado de la tierra casi por completo. Noé levantó la cubierta del barco y vio que la superficie de la tierra se estaba secando."
198,1,8,14,"Pasaron otros dos meses, ¡y por fin la tierra quedó seca!"
199,1,8,15,Entonces Dios le dijo a Noé:
200,1,8,16,"«Todos ustedes—tú y tu esposa, y tus hijos y sus esposas—salgan del barco."
201,1,8,17,"Suelta a todos los animales—las aves, los animales y los animales pequeños que corren por el suelo—para que puedan ser fructíferos y se multipliquen por toda la tierra»."
202,1,8,18,"Entonces Noé, su esposa, sus hijos y las esposas de sus hijos salieron del barco;"
203,1,8,19,"y todos los animales, grandes y pequeños, y las aves salieron del barco, pareja por pareja."
204,1,8,20,Luego Noé construyó un altar al Señor y allí sacrificó como ofrendas quemadas los animales y las aves que habían sido aprobados para ese propósito.
205,1,8,21,"Al Señor le agradó el aroma del sacrificio y se dijo a sí mismo: «Nunca más volveré a maldecir la tierra por causa de los seres humanos, aun cuando todo lo que ellos piensen o imaginen se incline al mal desde su niñez. Nunca más volveré a destruir a todos los seres vivos."
206,1,8,22,"Mientras la tierra permanezca, habrá cultivos y cosechas, frío y calor, verano e invierno, día y noche»."
207,1,9,1,"Después Dios bendijo a Noé y a sus hijos, y les dijo: «Sean fructíferos y multiplíquense; llenen la tierra."
208,1,9,2,"Todos los animales de la tierra, todas las aves del cielo, todos los animales pequeños que corren por el suelo y todos los peces del mar tendrán temor y terror de ustedes. Yo los he puesto bajo su autoridad."
209,1,9,3,"Se los he dado a ustedes como alimento, como les he dado también los granos y las verduras;"
210,1,9,4,"pero nunca deben comer de ninguna carne con su vida, es decir, que aún tenga sangre."
211,1,9,5,"»Yo exigiré la sangre de cualquiera que le quite la vida a otra persona. Si un animal salvaje mata a una persona, ese animal debe morir; y cualquiera que asesine a otro ser humano debe morir."
212,1,9,6,"Si alguien quita una vida humana, la vida de esa persona también será quitada por manos humanas. Pues Dios hizo a los seres humanos a su propia imagen."
213,1,9,7,"Ahora sean fructíferos y multiplíquense, y vuelvan a poblar la tierra»."
214,1,9,8,Entonces Dios les dijo a Noé y a sus hijos:
215,1,9,9,"«Ahora mismo, yo confirmo mi pacto con ustedes y con sus descendientes,"
216,1,9,10,"y con todos los animales que estuvieron en el barco con ustedes—las aves, los animales domésticos y todos los animales salvajes—, con toda criatura viviente sobre la tierra."
217,1,9,11,"Sí, yo confirmo mi pacto con ustedes. Nunca más las aguas de un diluvio matarán a todas las criaturas vivientes; nunca más un diluvio destruirá la tierra»."
218,1,9,12,"Entonces Dios dijo: «Les doy una señal de mi pacto con ustedes y con todas las criaturas vivientes, para todas las generaciones futuras."
219,1,9,13,He puesto mi arco iris en las nubes. Esa es la señal de mi pacto con ustedes y con toda la tierra.
220,1,9,14,"Cuando envíe nubes sobre la tierra, el arco iris aparecerá en las nubes"
221,1,9,15,y yo me acordaré de mi pacto con ustedes y con todas las criaturas vivientes. Nunca más las aguas de un diluvio volverán a destruir a todos los seres vivos.
222,1,9,16,"Cuando yo vea el arco iris en las nubes, me acordaré del pacto eterno entre Dios y toda criatura viviente sobre la tierra»."
223,1,9,17,Entonces Dios le dijo a Noé: «Este arco iris es la señal del pacto que yo confirmo con todas las criaturas de la tierra».
224,1,9,18,"Los hijos de Noé que salieron del barco con su padre fueron Sem, Cam y Jafet. (Cam es el padre de Canaán)."
225,1,9,19,De estos tres hijos de Noé provienen todas las personas que ahora pueblan la tierra.
226,1,9,20,"Después del diluvio, Noé comenzó a cultivar la tierra y plantó un viñedo."
227,1,9,21,"Cierto día, bebió del vino que había hecho y se emborrachó, y estaba recostado y desnudo dentro de su carpa."
228,1,9,22,"Cam, el padre de Canaán, vio que su padre estaba desnudo y salió a contárselo a sus hermanos."
